nama_faskes;jenis_faskes;provinsi;kota_kab;alamat;is_support_bpjs;link_maps;;;
Apotek Syifa Med. Center;Apotek;Dki Jakarta;Kota Jakarta Utara;Jalan Lontar Luar No 7;TRUE;http://maps.google.co.id/?q=-6.118914,106.911261;;;
Apotek Medika Sisma Pharma;Apotek;Dki Jakarta;Kota Jakarta Utara;Jalan Sunter Kemayoran 4;TRUE;http://maps.google.co.id/?q=-6.156835,106.866739;;;
Instalasi Farmasi Rs Pelabuhan;Apotek;Dki Jakarta;Kota Jakarta Utara;JL.Kramat Jaya No.1;TRUE;-;;;
Apotek Kimia Farma 562 Sunter;Apotek;Dki Jakarta;Kota Jakarta Utara;Jl Danau Sunter Utara F20 No 3;TRUE;http://maps.google.co.id/?q=-6.138494,106.865637;;;
If Rsud Cilincing;Apotek;Dki Jakarta;Kota Jakarta Utara;Jl. Madya Kebantenan Nomor 4;TRUE;http://maps.google.co.id/?q=-6.112789,106.926346;;;
Apotek Putri Damai;Apotek;Dki Jakarta;Kota Jakarta Utara;Jl. Kramat Jaya No. 33;TRUE;http://maps.google.co.id/?q=-6.121455,106.916583;;;
Apotek Kimia Farma 350 Gading;Apotek;Dki Jakarta;Kota Jakarta Utara;Jl Boulevard Raya Blok J IV/8;TRUE;http://maps.google.co.id/?q=-6.169904,106.899546;;;
If Rsia Santo Yusuf;Apotek;Dki Jakarta;Kota Jakarta Utara;Jl.Ganggeng Raya No.9;TRUE;-;;;
If Rsu Pekerja;Apotek;Dki Jakarta;Kota Jakarta Utara;Jl. Tipar Cakung No.5;TRUE;-;;;
Apotek K-24 Sunter;Apotek;Dki Jakarta;Kota Jakarta Utara;Jl Danau Sunter Utara J12 No 5;TRUE;-;;;
Apotek Kimia Farma 46;Apotek;Dki Jakarta;Kota Jakarta Utara;Jalan Rawa Badak No.03;TRUE;-;;;
Apotek Kimia Farma Lions;Apotek;Dki Jakarta;Kota Jakarta Utara;Jalan Raya Pluit Timur Kav B2;TRUE;-;;;
Inst Farmasi Rs Islam Jakut;Apotek;Dki Jakarta;Kota Jakarta Utara;Jl. Raya Tipar Cakung no. 5;TRUE;http://maps.google.co.id/?q=-6.139285,106.921275;;;
Inst Farmasi Rspi Ss;Apotek;Dki Jakarta;Kota Jakarta Utara;Baru Sunter Raya Permai;TRUE;http://maps.google.co.id/?q=-6.1302,106.862012;;;
Kec. Kepulauan Seribu Selatan;Puskesmas;Dki Jakarta;Kab. Kep. Seribu;Jl Pantai Selatan Pulau Tidung;TRUE;http://maps.google.co.id/?q=-5.797151,106.500928;;;
Kec. Kepulauan Seribu Utara;Puskesmas;Dki Jakarta;Kab. Kep. Seribu;Jl. Dermaga Pulau Kelapa;TRUE;http://maps.google.co.id/?q=-5.654851,106.570569;;;
Kel. Pulau Pari;Puskesmas;Dki Jakarta;Kab. Kep. Seribu;P Lancang Kec. Kep Srb Selatan;TRUE;http://maps.google.co.id/?q=-5.928063,106.581652;;;
Kel. Pulau Harapan;Puskesmas;Dki Jakarta;Kab. Kep. Seribu;Kel. Pulau Harapan, Kec. Kep.;TRUE;http://maps.google.co.id/?q=-5.656366,106.572425;;;
Kel. Pulau Panggang;Puskesmas;Dki Jakarta;Kab. Kep. Seribu;Jl.Demaga Utara Pulau Panggang;TRUE;http://maps.google.co.id/?q=-5.739925,106.600256;;;
Kel. Pulau Untung Jawa;Puskesmas;Dki Jakarta;Kab. Kep. Seribu;Jl. Bougenville P Untung Jawa;TRUE;http://maps.google.co.id/?q=-5.977416,106.706954;;;
-;Dokter Praktik Perorangan;Dki Jakarta;Kab. Kep. Seribu;-;TRUE;-;;;
-;Dokter Gigi;Dki Jakarta;Kab. Kep. Seribu;-;TRUE;-;;;
-;Klinik Utama;Dki Jakarta;Kab. Kep. Seribu;-;TRUE;-;;;
-;Klinik Pratama;Dki Jakarta;Kab. Kep. Seribu;-;TRUE;-;;;
If Rsud Kep.Seribu;Apotek;Dki Jakarta;Kab. Kep. Seribu;Pulau Pramuka;TRUE;-;;;
Citeureup;Puskesmas;Jawa Barat;Kota Cimahi;Jl. Encep Kartawirya No. 20A;TRUE;http://maps.google.co.id/?q=-6.860705,107.545893;;;
Cibeber;Puskesmas;Jawa Barat;Kota Cimahi;Jl. Puri Fajar No. 1;TRUE;http://maps.google.co.id/?q=-6.860975,107.546141;;;
Leuwigajah;Puskesmas;Jawa Barat;Kota Cimahi;Jl. Kihapit Barat;TRUE;http://maps.google.co.id/?q=-6.905533,107.521564;;;
Melong Tengah;Puskesmas;Jawa Barat;Kota Cimahi;Jl. Melong Tengah;TRUE;http://maps.google.co.id/?q=-6.922822,107.553185;;;
Pasir Kaliki Cimahi;Puskesmas;Jawa Barat;Kota Cimahi;Jl. Gunung Batu Cidamar No.34;TRUE;http://maps.google.co.id/?q=-6.860975,107.546141;;;
Cimahi Utara;Puskesmas;Jawa Barat;Kota Cimahi;Jl. Jati No.16 Cimahi;TRUE;http://maps.google.co.id/?q=-6.8739152,107.5560992;;;
Cipageran;Puskesmas;Jawa Barat;Kota Cimahi;Jl. Bojong Rt.05/15 Cipageran;TRUE;http://maps.google.co.id/?q=-6.8549057,107.53675;;;
Cimahi Tengah;Puskesmas;Jawa Barat;Kota Cimahi;Jl. Dra Julaeha Karmita No. 5;TRUE;http://maps.google.co.id/?q=-6.8719855,107.539997;;;
Cigugur;Puskesmas;Jawa Barat;Kota Cimahi;Jl. Rh Abdul Halim No. 199;TRUE;http://maps.google.co.id/?q=-6.891458,107.5546579;;;
Padasuka Cimahi;Puskesmas;Jawa Barat;Kota Cimahi;Jl. Kebon Manggu No. 352;TRUE;http://maps.google.co.id/?q=-6.9254966,107.6026725;;;
Cimahi Selatan;Puskesmas;Jawa Barat;Kota Cimahi;Jl. Baros No. 16;TRUE;http://maps.google.co.id/?q=-6.9012368,107.533729;;;
Melongasih;Puskesmas;Jawa Barat;Kota Cimahi;Perumnas Cijerah Ii Blok I;TRUE;http://maps.google.co.id/?q=-6.9239347,107.560963;;;
Cibeureum;Puskesmas;Jawa Barat;Kota Cimahi;Jl. Raya Amir Machmud No 125;TRUE;http://maps.google.co.id/?q=-6.900628,107.562485;;;
-;Dokter Praktik Perorangan;Jawa Barat;Kota Cimahi;-;TRUE;-;;;
drg. HARYOSENO (jst);Dokter Gigi;Jawa Barat;Kota Cimahi;Jl Baros G.130 Cimahi;TRUE;http://maps.google.co.id/?q=-6.9052081,107.525231;;;
dr. Henri JRT (JST);Klinik Utama;Jawa Barat;Kota Cimahi;Jl. Jend. Amir Machmud No.373;TRUE;http://maps.google.co.id/?q=-6.8790551,107.5501515;;;
dr. Ancilla Linna Limmena;Klinik Utama;Jawa Barat;Kota Cimahi;Jl. Leuwigajah;TRUE;http://maps.google.co.id/?q=-6.902056,107.541918;;;
dr. Zakaria;Klinik Utama;Jawa Barat;Kota Cimahi;Jalan Sindangsari Barat No. 4;TRUE;http://maps.google.co.id/?q=-6.9228319,107.562915;;;
dr. Vera Asnita;Klinik Utama;Jawa Barat;Kota Cimahi;Jl. Jati Serut No. 70;TRUE;http://maps.google.co.id/?q=-6.876057,107.559957;;;
dr Fahruroji;Klinik Utama;Jawa Barat;Kota Cimahi;Jl Nanjung Cibodas Cimahi;TRUE;http://maps.google.co.id/?q=-6.915924,107.536886;;;
dr. HWAN SU SHY;Klinik Utama;Jawa Barat;Kota Cimahi;Cibaligo No. 76;TRUE;http://maps.google.co.id/?q=-6.9016627,107.5552502;;;
dr.Molly Oktavia;Klinik Utama;Jawa Barat;Kota Cimahi;Komp. Puri Cipageran Indah 1;TRUE;http://maps.google.co.id/?q=-6.8576815,107.5404218;;;
dr.Agus Suhendar;Klinik Utama;Jawa Barat;Kota Cimahi;Jalan Cihanjuang No. 147;TRUE;-;;;
dr. Hendro Nugroho Sulasono;Klinik Utama;Jawa Barat;Kota Cimahi;Jl. Rancabentang No. 20;TRUE;-;;;
Dr. Auliya Rahmi Fadlilah;Klinik Utama;Jawa Barat;Kota Cimahi;Jl. Raya Cimindi No. 177;TRUE;-;;;
Dr. Rifni Assifa;Klinik Utama;Jawa Barat;Kota Cimahi;Jalan Karangsari No 225;TRUE;-;;;
Dr Raden Heragustianto A;Klinik Utama;Jawa Barat;Kota Cimahi;Jl Rh Abdul Halimno 66;TRUE;-;;;
Polres Cimahi;Klinik Pratama;Jawa Barat;Kota Cimahi;Jl. Jend. Amir Macmud 333;TRUE;http://maps.google.co.id/?q=-6.885245,107.553482;;;
Klinik Siliwangi Kesdam Cimahi;Klinik Pratama;Jawa Barat;Kota Cimahi;Jalan Stasiun C3 No.181;TRUE;http://maps.google.co.id/?q=-6.884689,107.536606;;;
Klinik Pratama Kahatex;Klinik Pratama;Jawa Barat;Kota Cimahi;Jln Cigondewah No.296;TRUE;http://maps.google.co.id/?q=-6.9323141,107.5631036;;;
Klinik Dewi Sartika;Klinik Pratama;Jawa Barat;Kota Cimahi;Jalan Baros No.109 Cimahi;TRUE;http://maps.google.co.id/?q=-6.8969,107.536562;;;
Klinik Medissina;Klinik Pratama;Jawa Barat;Kota Cimahi;Komp Taman Mutiara Ruko M-7;TRUE;http://maps.google.co.id/?q=-6.8814465,107.5433828;;;
KLINIK PRATAMA dr.NUR;Klinik Pratama;Jawa Barat;Kota Cimahi;Jalan Sangkuriang No.54;TRUE;http://maps.google.co.id/?q=-6.8657639,107.5386061;;;
Klinik Pratama Seruni;Klinik Pratama;Jawa Barat;Kota Cimahi;Jalan Muara Takus Raya No. S-1;TRUE;http://maps.google.co.id/?q=-6.9196399,107.5556425;;;
Klinik Pratama Cibeber;Klinik Pratama;Jawa Barat;Kota Cimahi;Jalan Ibu Ganirah No.89;TRUE;http://maps.google.co.id/?q=-6.886219,107.5232221;;;
Klinik Bungsu;Klinik Pratama;Jawa Barat;Kota Cimahi;Jl. Daeng Ardiwinata Ruko A-6;TRUE;http://maps.google.co.id/?q=-6.8730499,107.5526841;;;
Klinik Harapan Sehat Melong;Klinik Pratama;Jawa Barat;Kota Cimahi;Jalan Protokol 1 Blok 9 No.9;TRUE;http://maps.google.co.id/?q=-6.9237547,107.5618492;;;
Klinik Pratama Farida Medika;Klinik Pratama;Jawa Barat;Kota Cimahi;Jalan Kolonel Masturi Np.210;TRUE;-;;;
Klinik Pratama Mitra Medicare;Klinik Pratama;Jawa Barat;Kota Cimahi;Komplek Taman Mutiara Blok B1;TRUE;-;;;
Klinik Rahmani Cimahi;Klinik Pratama;Jawa Barat;Kota Cimahi;Jl. Pojok Utara No.4 Cimahi;TRUE;http://maps.google.co.id/?q=-6.8710462,107.5417695;;;
Klinik Amanah;Klinik Pratama;Jawa Barat;Kota Cimahi;Jl. Kolonel Masturi No. 22;TRUE;http://maps.google.co.id/?q=-6.8858387,107.5540071;;;
Bp Al Ikhlas Iii (Jst);Klinik Pratama;Jawa Barat;Kota Cimahi;Jalan Raya Cibeureum No.95;TRUE;http://maps.google.co.id/?q=-6.9040181,107.5643527;;;
Asryfa III (JST);Klinik Pratama;Jawa Barat;Kota Cimahi;Jl. H Bakar Hujung Kaler No. 8;TRUE;http://maps.google.co.id/?q=-6.903504,107.564712;;;
Klinik Nayaka Era Husada 01;Klinik Pratama;Jawa Barat;Kota Cimahi;Jl. Jend. Amir Machmud No. 477;TRUE;http://maps.google.co.id/?q=-6.8770842,107.5477845;;;
Nayaka 03 Cimahi (JST);Klinik Pratama;Jawa Barat;Kota Cimahi;Jl Baros Leuwigajah;TRUE;http://maps.google.co.id/?q=-6.8892063,107.5356629;;;
Sindang Sari (JST);Klinik Pratama;Jawa Barat;Kota Cimahi;Jl Rh Abdul Halim No 1A;TRUE;http://maps.google.co.id/?q=-6.8883977,107.547415;;;
Sehat Sakinah (JST);Klinik Pratama;Jawa Barat;Kota Cimahi;Jl Kol. Masturi No 48 Cimahi;TRUE;http://maps.google.co.id/?q=-6.865784,107.543364;;;
Izzati (JST);Klinik Pratama;Jawa Barat;Kota Cimahi;Komplek Padasuka Indah;TRUE;http://maps.google.co.id/?q=-6.8659518,107.5258167;;;
Ampera Iv (Jst);Klinik Pratama;Jawa Barat;Kota Cimahi;Jl Teleponia I No. 1-Kbn.Kopi;TRUE;http://maps.google.co.id/?q=-6.9077296,107.557731;;;
Luhur Medica Cimahi (Jst);Klinik Pratama;Jawa Barat;Kota Cimahi;Jalan Daeng M. Ardiwinata No.8;TRUE;http://maps.google.co.id/?q=-6.858623,107.5663998;;;
Klinik Kasih Bunda (JST);Klinik Pratama;Jawa Barat;Kota Cimahi;Jl Maharmartanegara 195;TRUE;http://maps.google.co.id/?q=-6.9017738,107.5437463;;;
Klinik Aulia Sehat;Klinik Pratama;Jawa Barat;Kota Cimahi;Jalan Rorojonggrang B3 No 15;TRUE;http://maps.google.co.id/?q=-6.9167891,107.5541189;;;
Klinik Sehat Budi Luhur;Klinik Pratama;Jawa Barat;Kota Cimahi;Jl Kerkof No 32 Leuwi Gajah;TRUE;http://maps.google.co.id/?q=-6.9052081,107.525231;;;
If Rs Dustira;Apotek;Jawa Barat;Kota Cimahi;Jl. Dustira No 1 Cimahi;TRUE;http://maps.google.co.id/?q=-6.8814031,107.5519226;;;
If Rs Kasih Bunda;Apotek;Jawa Barat;Kota Cimahi;Jl. Mahar Martanegara 166;TRUE;http://maps.google.co.id/?q=-6.9003696,107.5449849;;;
If Rs Mitra Anugrah Lestari;Apotek;Jawa Barat;Kota Cimahi;Jl. Cibaligo No. 76;TRUE;http://maps.google.co.id/?q=-6.9007796,107.5535453;;;
Apotek Kimia Farma Cihanjuang;Apotek;Jawa Barat;Kota Cimahi;Jl. Daeng Muhammad Ardiwinata;TRUE;http://maps.google.co.id/?q=-6.8760231,107.548312;;;
If Rs Mitra Kasih;Apotek;Jawa Barat;Kota Cimahi;Jl. Jend.H.Amir Machmud No 341;TRUE;-;;;
If Rs Avisena;Apotek;Jawa Barat;Kota Cimahi;Jl. Melong No 170;TRUE;-;;;
Apotik Rsu Cibabat;Apotek;Jawa Barat;Kota Cimahi;Jl. Raya Cibabat No 40 Cimahi;TRUE;http://maps.google.co.id/?q=-6.8814031,107.5519226;;;
Purwaharja Ii;Puskesmas;Jawa Barat;Kota Banjar;Jl. Siliwangi No.149;TRUE;http://maps.google.co.id/?q=-7.359084,108.567488;;;
Banjar Iii;Puskesmas;Jawa Barat;Kota Banjar;Jl.Kapten Jamhur No.103A Banja;TRUE;http://maps.google.co.id/?q=-7.377487,108.537187;;;
Pataruman Iii;Puskesmas;Jawa Barat;Kota Banjar;Jl.Kehutanan No.976 Pataruman;TRUE;http://maps.google.co.id/?q=-7.374096,108.551596;;;
Purwaharja I;Puskesmas;Jawa Barat;Kota Banjar;Jl. Brigjen M. Isya No.131;TRUE;http://maps.google.co.id/?q=-7.359644,108.541824;;;
Banjar I;Puskesmas;Jawa Barat;Kota Banjar;Jl. Peta Balokang Banjar;TRUE;http://maps.google.co.id/?q=-7.370441,108.506132;;;
Banjar Ii;Puskesmas;Jawa Barat;Kota Banjar;Jl. Dr.Husein Kartasasmita;TRUE;http://maps.google.co.id/?q=-7.386103,108.49181;;;
Pataruman I;Puskesmas;Jawa Barat;Kota Banjar;Jl. Mayjen Lili Kusumah No.458;TRUE;http://maps.google.co.id/?q=-7.385644,108.536698;;;
Pataruman Ii;Puskesmas;Jawa Barat;Kota Banjar;Jl. Raya Karyamukti No.174;TRUE;http://maps.google.co.id/?q=-7.407333,108.588386;;;
Langensari Ii;Puskesmas;Jawa Barat;Kota Banjar;Jl.Santoso No.56 Langensari;TRUE;http://maps.google.co.id/?q=-7.358008,108.638196;;;
Langensari I;Puskesmas;Jawa Barat;Kota Banjar;Jl. Raya Banjar Km 9;TRUE;http://maps.google.co.id/?q=-7.381167,108.607143;;;
-;Dokter Praktik Perorangan;Jawa Barat;Kota Banjar;-;TRUE;-;;;
drg. Rullynoveita Iriani;Dokter Gigi;Jawa Barat;Kota Banjar;Jl. Perintis Kemerdekaan No.56;TRUE;http://maps.google.co.id/?q=-7.369495,108.536863;;;
dr. Mamik Setiyawati;Klinik Utama;Jawa Barat;Kota Banjar;Jl. Bojongkantong Km.9;TRUE;http://maps.google.co.id/?q=-7.381341,108.605791;;;
dr. H. Didik Rachmadi;Klinik Utama;Jawa Barat;Kota Banjar;Jl. Tentara Pelajar No.05;TRUE;http://maps.google.co.id/?q=-7.384347,108.534109;;;
dr. Hj. Ika Rika Rohantika;Klinik Utama;Jawa Barat;Kota Banjar;Dusun Sukanegara;TRUE;http://maps.google.co.id/?q=-7.356918,108.65194;;;
dr. Tresna Prasetya;Klinik Utama;Jawa Barat;Kota Banjar;Dusun Sukamaju;TRUE;http://maps.google.co.id/?q=-7.366696,108.507181;;;
dr. Yudhy Nugraha;Klinik Utama;Jawa Barat;Kota Banjar;Jl. Pahlawan Langensari;TRUE;http://maps.google.co.id/?q=-7.366132,108.640504;;;
dr. Kiman Tjahjadi P;Klinik Utama;Jawa Barat;Kota Banjar;Jl. Perintis Kemerdekaan No.37;TRUE;http://maps.google.co.id/?q=-7.369737,108.537817;;;
dr. Rina Robertha;Klinik Utama;Jawa Barat;Kota Banjar;Jl.Gotong Royong Ling Sukarame;TRUE;http://maps.google.co.id/?q=-7.376556,108.534148;;;
dr. Dida Jayadiputra;Klinik Utama;Jawa Barat;Kota Banjar;Jl. Gerilya No.91 Sumanding;TRUE;http://maps.google.co.id/?q=-7.381969,108.527278;;;
Dr. Devi Utari;Klinik Utama;Jawa Barat;Kota Banjar;Perum Bip Blok D1-D2;TRUE;-;;;
Dr. Wulandari Siti Noorrahmi;Klinik Utama;Jawa Barat;Kota Banjar;Jalan Tentara Pelajar Nomor 16;TRUE;-;;;
Dr. H. Agus Budiana Ekaputra;Klinik Utama;Jawa Barat;Kota Banjar;Jl. Banjar- Langensari Km.09;TRUE;-;;;
Klinik Polres Banjar;Klinik Pratama;Jawa Barat;Kota Banjar;Jl. Brigjen M.Isa Sh;TRUE;http://maps.google.co.id/?q=-7.36114,108.561805;;;
Klinik TNI Yonif 323 Raider;Klinik Pratama;Jawa Barat;Kota Banjar;Jl. Buaya Putih Purwaharja;TRUE;http://maps.google.co.id/?q=-7.350915,108.539704;;;
Klinik PT.KAI Banjar;Klinik Pratama;Jawa Barat;Kota Banjar;Jl.Letjend. Suwarto No 219;TRUE;http://maps.google.co.id/?q=-7.377028,108.541895;;;
Klinik Abdurrauf;Klinik Pratama;Jawa Barat;Kota Banjar;Jl. Pataruman No.722 Jelat;TRUE;http://maps.google.co.id/?q=-7.374304,108.546886;;;
Klinik Vita Medika;Klinik Pratama;Jawa Barat;Kota Banjar;Lingk. Pintusinga No.18 Banjar;TRUE;http://maps.google.co.id/?q=-7.371914,108.521736;;;
Klinik PKU Muhammadiyah Banjar;Klinik Pratama;Jawa Barat;Kota Banjar;Jl Dr Husen Kartasasmita No 84;TRUE;http://maps.google.co.id/?q=-7.370773,108.529332;;;
Klinik Saqa Medika;Klinik Pratama;Jawa Barat;Kota Banjar;Jl. Perintis Kemerdekaan No.73;TRUE;http://maps.google.co.id/?q=-7.36959,108.53621;;;
Klinik dr. T. Sugiarto;Klinik Pratama;Jawa Barat;Kota Banjar;Jl. Perintis Kemerdekaan No.21;TRUE;http://maps.google.co.id/?q=-7.369963,108.539987;;;
Klinik Zahra Medika;Klinik Pratama;Jawa Barat;Kota Banjar;Jl.Husen Kartasamita No.45;TRUE;-;;;
Klinik Kasta Medika;Klinik Pratama;Jawa Barat;Kota Banjar;Jalan Siliwangi No.94;TRUE;-;;;
Apotik IF RS BANJAR PATROMAN;Apotek;Jawa Barat;Kota Banjar;Stadion Patroman Kav III No. 3;TRUE;-;;;
Apotik Perintis;Apotek;Jawa Barat;Kota Banjar;Jl. Perintis Kemerdekaan No.73;TRUE;http://maps.google.co.id/?q=-7.36959,108.53621;;;
Apotek Kimia Farma Banjar;Apotek;Jawa Barat;Kota Banjar;Jl. BKR No.05 Kota Banjar;TRUE;http://maps.google.co.id/?q=-7.374219,108.540597;;;
Instalasi Farmasi Rsud Banjar;Apotek;Jawa Barat;Kota Banjar;Jl. Rumah Sakit No. 5;TRUE;http://maps.google.co.id/?q=0.0,0.0;;;
IFRS Mitra Idaman;Apotek;Jawa Barat;Kota Banjar;Jl. Sudiro W. No.57 Banjar;TRUE;-;;;
Apotek Vita Medika;Apotek;Jawa Barat;Kota Banjar;Lingk. Pintusinga Kota Banjar;TRUE;http://maps.google.co.id/?q=-7.371914,108.521736;;;
Cisarua;Puskesmas;Jawa Barat;Kab. Bogor;Jl. Raya Puncak Km. 83 Desa Tu;TRUE;http://maps.google.co.id/?q=-6.686789,106.943169;;;
Sukamanah;Puskesmas;Jawa Barat;Kab. Bogor;Jl Cikopo Selatan No.29;TRUE;http://maps.google.co.id/?q=-6.738774,106.876841;;;
Megamendung;Puskesmas;Jawa Barat;Kab. Bogor;Jl Raya Puncak No.53;TRUE;http://maps.google.co.id/?q=-6.6390466,106.8746258;;;
Cibulan;Puskesmas;Jawa Barat;Kab. Bogor;Jl Raya Puncak Km 81;TRUE;http://maps.google.co.id/?q=-6.683775,106.94899;;;
Ciawi;Puskesmas;Jawa Barat;Kab. Bogor;Jln.Khr Moh Toha No.389;TRUE;http://maps.google.co.id/?q=-6.655035,106.860378;;;
Banjarsari;Puskesmas;Jawa Barat;Kab. Bogor;Jl.Veteran 3 Tapos;TRUE;http://maps.google.co.id/?q=-6.356087,106.879792;;;
Citapen;Puskesmas;Jawa Barat;Kab. Bogor;Jl. Raya Veteran No Iii;TRUE;http://maps.google.co.id/?q=-6.670618,106.857251;;;
Cijeruk;Puskesmas;Jawa Barat;Kab. Bogor;Jl.R.E Sumantadiredja No.424;TRUE;http://maps.google.co.id/?q=-6.672792,106.767883;;;
Ciburayut;Puskesmas;Jawa Barat;Kab. Bogor;Jl Raya Ciburayut Cigombong;TRUE;http://maps.google.co.id/?q=-6.74434,106.803195;;;
Sukaharja;Puskesmas;Jawa Barat;Kab. Bogor;Kp Pondok Bitung Rt 001 Rw 003;TRUE;http://maps.google.co.id/?q=-6.610322,106.742018;;;
Cigombong;Puskesmas;Jawa Barat;Kab. Bogor;Jln.Mayjen Hr Edi Sukma No.75;TRUE;http://maps.google.co.id/?q=-6.719461,106.7912211;;;
Dramaga;Puskesmas;Jawa Barat;Kab. Bogor;Jl.Ciherang - Dramaga No.87;TRUE;http://maps.google.co.id/?q=-6.76027,107.0504684;;;
Sirnagalih;Puskesmas;Jawa Barat;Kab. Bogor;Jl Kapten Yusuf No 10;TRUE;http://maps.google.co.id/?q=-6.207585,107.140298;;;
Ciomas;Puskesmas;Jawa Barat;Kab. Bogor;Jl. Raya Kreteg No 1 Pagelaran;TRUE;http://maps.google.co.id/?q=-6.6037084,106.7704857;;;
Taman Sari;Puskesmas;Jawa Barat;Kab. Bogor;Kp Babakan;TRUE;http://maps.google.co.id/?q=-6.6319148,106.8263781;;;
Cangkurawok;Puskesmas;Jawa Barat;Kab. Bogor;Jl Raya Desa Cikarawang;TRUE;http://maps.google.co.id/?q=-6.594569,106.729474;;;
Kampung Manggis;Puskesmas;Jawa Barat;Kab. Bogor;Jl.Sirnasari No.46;TRUE;http://maps.google.co.id/?q=-6.578966,106.762303;;;
Purwasari;Puskesmas;Jawa Barat;Kab. Bogor;Jl H Mustofa No 13;TRUE;http://maps.google.co.id/?q=-6.6191676,106.7150106;;;
Ciapus;Puskesmas;Jawa Barat;Kab. Bogor;Jl Desa Sukamakmur;TRUE;http://maps.google.co.id/?q=-6.6140493,106.7517525;;;
Kotabatu;Puskesmas;Jawa Barat;Kab. Bogor;Jl Asrama Badak Putih 1;TRUE;http://maps.google.co.id/?q=-6.6425201,106.7658048;;;
Laladon;Puskesmas;Jawa Barat;Kab. Bogor;Komplek Laladon Permai Jl Angg;TRUE;http://maps.google.co.id/?q=-6.5992415,106.7566154;;;
Sukaresmi;Puskesmas;Jawa Barat;Kab. Bogor;Jl Cipadung Desa Sukaresmi;TRUE;http://maps.google.co.id/?q=-6.5521556,106.7969268;;;
Rumpin;Puskesmas;Jawa Barat;Kab. Bogor;Jl Prada Samlawi No 6;TRUE;http://maps.google.co.id/?q=-6.5620085,106.7361448;;;
Cicangkal;Puskesmas;Jawa Barat;Kab. Bogor;Jl Raya Sukamanah;TRUE;http://maps.google.co.id/?q=-6.387416,106.632698;;;
Gobang;Puskesmas;Jawa Barat;Kab. Bogor;Jl Raya Gobang;TRUE;http://maps.google.co.id/?q=-6.5626157,106.7170819;;;
Ciampea;Puskesmas;Jawa Barat;Kab. Bogor;Jl.Letnan Sukarna No.32;TRUE;http://maps.google.co.id/?q=-6.5487687,106.6925947;;;
Pasir;Puskesmas;Jawa Barat;Kab. Bogor;Kp Pasir Oray;TRUE;http://maps.google.co.id/?q=-6.6572023,106.7057733;;;
Tenjolaya;Puskesmas;Jawa Barat;Kab. Bogor;Jl Abdul Fatah Desa Tapos I;TRUE;http://maps.google.co.id/?q=-6.615714,106.695521;;;
Ciampea Udik;Puskesmas;Jawa Barat;Kab. Bogor;Kp Cibuntu Kaum;TRUE;http://maps.google.co.id/?q=-6.612926,106.683662;;;
Cihideung Udik;Puskesmas;Jawa Barat;Kab. Bogor;Jl.Cihideung Girang;TRUE;http://maps.google.co.id/?q=-6.669565,106.720515;;;
Situ Udik;Puskesmas;Jawa Barat;Kab. Bogor;Jl. Raya Kh Abdul Hamid Km. 4;TRUE;http://maps.google.co.id/?q=-6.583698,106.654143;;;
Cibening;Puskesmas;Jawa Barat;Kab. Bogor;Jl.Thamrin No01 Kp.Pasir Datar;TRUE;http://maps.google.co.id/?q=-6.588238,106.801646;;;
Cibungbulang;Puskesmas;Jawa Barat;Kab. Bogor;Jl Kapten Dasuki Bakri;TRUE;http://maps.google.co.id/?q=-6.558246,106.68853;;;
Pamijahan;Puskesmas;Jawa Barat;Kab. Bogor;Kp. Pasar Jumat;TRUE;http://maps.google.co.id/?q=-6.6500662,106.8129964;;;
Cijujung;Puskesmas;Jawa Barat;Kab. Bogor;Jl.Raya Galuga Km 19;TRUE;http://maps.google.co.id/?q=-6.544443,106.8296574;;;
Ciasmara;Puskesmas;Jawa Barat;Kab. Bogor;Jl. Kh Abdul Hamid Km 15;TRUE;http://maps.google.co.id/?q=-6.583698,106.654143;;;
Leuwiliang;Puskesmas;Jawa Barat;Kab. Bogor;Jl Moch Noer No 3;TRUE;http://maps.google.co.id/?q=-6.58276,106.633963;;;
Leuwisadeng;Puskesmas;Jawa Barat;Kab. Bogor;Jl Raya Bogor - Jasinga Km 25;TRUE;http://maps.google.co.id/?q=-6.563247,106.611857;;;
Puraseda;Puskesmas;Jawa Barat;Kab. Bogor;Jl. M Noh Noer Km 11 Kp Gudang;TRUE;http://maps.google.co.id/?q=-6.502139,106.729361;;;
Sadengpasar;Puskesmas;Jawa Barat;Kab. Bogor;Jl Raya Hambaro Kp Sadengpasar;TRUE;http://maps.google.co.id/?q=-6.645195,106.6165386;;;
Cigudeg;Puskesmas;Jawa Barat;Kab. Bogor;Jln.Raya Jasinga Bogor Km 34;TRUE;http://maps.google.co.id/?q=-6.431286,106.580161;;;
Lebakwangi;Puskesmas;Jawa Barat;Kab. Bogor;Jl H Isyam No 1;TRUE;http://maps.google.co.id/?q=-6.583557,106.526;;;
Sukajaya;Puskesmas;Jawa Barat;Kab. Bogor;Jl Raya Pasir Madang Km 7;TRUE;http://maps.google.co.id/?q=-6.586845,106.805417;;;
Bunar;Puskesmas;Jawa Barat;Kab. Bogor;Jl Raya Bunar Km 39;TRUE;http://maps.google.co.id/?q=-6.508681,106.495447;;;
Kiarapandak;Puskesmas;Jawa Barat;Kab. Bogor;Kp. Cipatat Rt. 1/6;TRUE;http://maps.google.co.id/?q=-6.6232696,106.493598;;;
